Sun May 26 10:46:40 2024    profile_output

         35856598 function calls (35200488 primitive calls) in 51.988 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   126164    0.036    0.000    0.036    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1837(__init__)
      177    0.003    0.000    0.036    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1434(idelete)
     5310    0.004    0.000    0.035    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:2077(__contains__)
     8850    0.006    0.000    0.035    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:782(_rename)
     4425    0.033    0.000    0.035    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/concat.py:52(concat_compat)
    14868    0.011    0.000    0.035    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/ops/array_ops.py:410(fill_bool)
      424    0.026    0.000    0.034    0.000 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
     5133    0.018    0.000    0.034    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/reshape/concat.py:494(_clean_keys_and_objs)
      708    0.001    0.000    0.034    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:386(disp_trim)
    31683    0.017    0.000    0.034    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:4623(_clear_item_cache)
     1770    0.007    0.000    0.034    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/algorithms.py:106(_ensure_data)
     8496    0.014    0.000    0.034    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:1032(_getitem_slice)
      177    0.001    0.000    0.034    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:3602(difference)
    72391    0.023    0.000    0.033    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/common.py:372(apply_if_callable)
       50    0.016    0.000    0.033    0.001 {built-in method time.sleep}
      389    0.012    0.000    0.033    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1707(_interleave)
    18478    0.033    0.000    0.033    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:292(make_block_same_class)
    54499    0.033    0.000    0.033    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:214(is_extension)
    15308    0.014    0.000    0.033    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:253(fill_value)
    44532    0.019    0.000    0.033    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:667(_info_axis)
     1234    0.002    0.000    0.033    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:577(_schedule_flush)
      389    0.015    0.000    0.033    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/arraysetops.py:524(in1d)
    29415    0.028    0.000    0.032    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/warnings.py:503(__exit__)
    66720    0.020    0.000    0.032    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:123(<lambda>)
    43023    0.029    0.000    0.032    0.000 {method 'format' of 'str' objects}
     9621    0.011    0.000    0.031    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1163(is_float_dtype)
      177    0.003    0.000    0.031    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:664(get_handle)
    12567    0.009    0.000    0.031    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/base.py:448(size)
     1628    0.017    0.000    0.031    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexers/utils.py:239(maybe_convert_indices)
      389    0.001    0.000    0.031    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:2937(_validate_features)
    22828    0.028    0.000    0.031    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/_ufunc_config.py:132(geterr)
     3894    0.003    0.000    0.030    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:3766(_convert_can_do_setop)
      778    0.001    0.000    0.030    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:1991(feature_names)
     8319    0.005    0.000    0.030    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/__init__.py:226(compile)
    55932    0.017    0.000    0.030    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:300(<genexpr>)
     5203    0.006    0.000    0.030    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:1025(argsort)
      566    0.012    0.000    0.029    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:958(fast_xs)
     1521    0.006    0.000    0.029    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:287(get_dtypes)
      778    0.008    0.000    0.029    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:1941(_get_feature_info)
     4318    0.008    0.000    0.029    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/algorithms.py:1131(take)
     1416    0.003    0.000    0.029    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:1250(copy)
   180396    0.029    0.000    0.029    0.000 {built-in method builtins.callable}
    14938    0.016    0.000    0.029    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:195(is_array_like)
     6831    0.010    0.000    0.029    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:1220(_get_value)
    33502    0.017    0.000    0.029    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/enum.py:726(__call__)
      531    0.001    0.000    0.028    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:5818(head)
    89591    0.028    0.000    0.028    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      885    0.012    0.000    0.028    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:4361(_slice)
       35    0.001    0.000    0.028    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/Batter.py:123(generate_hit_outcome)
     7627    0.028    0.000    0.028    0.000 {built-in method posix.urandom}
      354    0.016    0.000    0.027    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/sorting.py:122(get_group_index)
    36462    0.027    0.000    0.027    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:529(is_string_or_object_np_dtype)
      531    0.001    0.000    0.027    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:2167(__array_ufunc__)
    93419    0.027    0.000    0.027    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:572(_get_axis_number)
   173626    0.023    0.000    0.026    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:5144(_values)
    16882    0.005    0.000    0.026    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:2776(_is_multi)
      354    0.001    0.000    0.026    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/reshape/tile.py:597(_postprocess_for_cut)
   156184    0.026    0.000    0.026    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:363(attrs)
      354    0.002    0.000    0.026    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:2083(to_frame)
      531    0.007    0.000    0.026    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arraylike.py:253(array_ufunc)
      389    0.003    0.000    0.026    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:481(_prediction_output)
      354    0.001    0.000    0.025    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1073(<genexpr>)
     8673    0.009    0.000    0.025    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1277(is_extension_array_dtype)
    12955    0.025    0.000    0.025    0.000 {method 'remove' of 'list' objects}
    18762    0.011    0.000    0.025    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:1643(__len__)
      354    0.007    0.000    0.025    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/missing.py:66(mask_missing)
     8319    0.016    0.000    0.025    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/__init__.py:280(_compile)
     4635    0.006    0.000    0.025    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/warnings.py:166(simplefilter)
     1309    0.003    0.000    0.025    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2979(prod)
    27116    0.024    0.000    0.024    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:591(_ensure_array)
      354    0.004    0.000    0.024    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:551(astype)
      929    0.001    0.000    0.024    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:271(send_multipart)
      885    0.008    0.000    0.024    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/construction.py:638(_extract_index)
      177    0.002    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:3664(_difference)
      354    0.003    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1785(_setitem_with_indexer)
      177    0.001    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:1198(update)
     6265    0.008    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/api.py:386(default_index)
      708    0.001    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1285(_multi_take_opportunity)
    32701    0.015    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:131(<lambda>)
   220756    0.023    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/typing.py:2154(cast)
      354    0.000    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/algorithms.py:307(unique)
   122447    0.023    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:1671(name)
     7434    0.004    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/base.py:675(empty)
    31292    0.023    0.000    0.023    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/array_algos/take.py:325(_get_take_nd_function)
     2899    0.007    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tornado/platform/asyncio.py:225(add_callback)
      354    0.007    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/algorithms.py:427(unique_with_mask)
   160609    0.022    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/flags.py:55(allows_duplicate_labels)
     3717    0.003    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:3200(_get_reconciled_name_object)
    15222    0.013    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/array_algos/putmask.py:115(extract_bool_array)
    30656    0.022    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1253(iget)
     1770    0.006    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/algorithms.py:280(_check_object_for_strings)
    50799    0.022    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/util/_validators.py:226(validate_bool_kwarg)
      354    0.022    0.000    0.022    0.000 {built-in method _io.open}
      929    0.004    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/jupyter_client/session.py:649(msg)
    43011    0.017    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:553(equals)
      354    0.001    0.000    0.022    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:6488(isna)
    14230    0.015    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:3996(_check_indexing_method)
    14994    0.010    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:361(is_pa_ext_categorical_dtype)
    27929    0.016    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:791(is_)
     1416    0.001    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/api.py:318(<genexpr>)
    14407    0.015    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:7723(_unpack_nested_dtype)
      708    0.004    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/rdt/hyper_transformer.py:98(_subset)
     4283    0.010    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:2095(create_block_manager_from_blocks)
     9912    0.007    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:1047(shape)
      177    0.001    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:11620(all)
      920    0.001    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/base.py:378(interleaved_dtype)
      177    0.001    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1483(reduce)
     3717    0.021    0.000    0.021    0.000 {built-in method _operator.ge}
    77155    0.021    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:718(dtype)
      531    0.009    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/function_base.py:5369(insert)
     1626    0.003    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:501(_asarray_with_order)
    43540    0.021    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/_config/config.py:617(_select_options)
    13943    0.010    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/traitlets/traitlets.py:676(__get__)
     5133    0.013    0.000    0.021    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/api.py:106(_get_distinct_objs)
     3717    0.010    0.000    0.020    0.000 {method 'issubset' of 'set' objects}
   203904    0.020    0.000    0.020    0.000 {built-in method unicodedata.east_asian_width}
